KPI,Description
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_MAX,Identify high-value subscribers for retention campaigns by analyzing the highest weekly on-net voice revenue from the subscriber profile over 8 weeks.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_MAX,Use this metric to determine the peak finance-validated revenue for on-net voice calls within a rolling 8-week window for network analytics.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_MAX,What is the maximum revenue generated from on-net voice calls in the billing system during the past 8 weeks?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_MAX,Show the highest 8-week on-net voice revenue for this customer from the internal Customer 360 finance records.
CUST_360_TOP_2ND_COUNTRY_ROAMING_30D,This Customer 360 field identifies the second most frequent roaming country for a subscriber based on usage data from the last 30 days.
CUST_360_TOP_2ND_COUNTRY_ROAMING_30D,Use this CRM attribute to target travelers with specific roaming partner offers for their second most visited destination over the past 30 days.
CUST_360_TOP_2ND_COUNTRY_ROAMING_30D,An analytical metric in the subscriber profile ranking the top 2nd country by roaming frequency to understand travel patterns during the last 30 days.
CUST_360_TOP_2ND_COUNTRY_ROAMING_30D,Which country was the subscriber's second most used roaming destination according to billing records from the previous 30 days?
CUST_360_TOP_2ND_COUNTRY_ROAMING_30D,What is the customer's top 2nd roaming country in the Customer 360 profile for the last 30 days?
CUST_360_MSISDN_NP,Technical record of the current Number Portability status for the subscriber MSISDN within the Customer 360 data warehouse system for billing.
CUST_360_MSISDN_NP,Identify the latest Number Portability status of a subscriber MSISDN to optimize CRM marketing strategies and telecom acquisition or retention offers.
CUST_360_MSISDN_NP,Analytical indicator tracking the current NP flag of an MSISDN to evaluate subscriber migration patterns and churn within the billing system.
CUST_360_MSISDN_NP,Show me the latest Number Portability flag for this MSISDN in the Customer 360 database for revenue assurance and profile validation.
CUST_360_MSISDN_NP,What is the current MSISDN Number Portability status in the telecom subscriber profile for the latest network routing and campaign targeting?
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_60D_MAX,This Customer 360 field captures the maximum roaming data revenue recorded in the billing system over the last 60 days.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_60D_MAX,Identify high-spending travelers by analyzing the peak roaming data revenue from their subscriber profile during the past 60 days.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_60D_MAX,A financial metric representing the highest single-period roaming data revenue transaction for a customer within a 60-day rolling window.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_60D_MAX,What is the maximum amount a customer spent on roaming data services in the last 60 days according to CRM records?
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_60D_MAX,Show the highest roaming data revenue for this subscriber over the last 60 days from the Customer 360 profile.
CUST_360_GRACE_END_DATE,This Customer 360 attribute records the specific end date of the grace period following a subscriber's recharge validity expiration.
CUST_360_GRACE_END_DATE,Identify the exact date the grace period concludes within the billing system to manage service suspension for inactive subscribers.
CUST_360_GRACE_END_DATE,Monitor the CUST_360_GRACE_END_DATE to trigger retention campaigns before the grace period window expires and deactivation begins.
CUST_360_GRACE_END_DATE,Find the final date of the grace period for users in the CRM to ensure they recharge before service termination.
CUST_360_GRACE_END_DATE,When does the grace period end for this subscriber according to the Customer 360 profile data?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_7D,This Customer 360 field calculates the finance-recognized revenue from domestic SMS usage over the last 7 days for billing reconciliation.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_7D,Track weekly domestic SMS revenue trends within the subscriber profile to support revenue assurance and targeted marketing campaign planning.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_7D,Analyzes the total finance-validated national SMS earnings per customer over the past 7 days to identify high-value messaging segments in CRM.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_7D,What is the total finance-recognized national SMS revenue for this subscriber over the last 7 days according to the BSS system?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_7D,Show me the customer's domestic SMS revenue from the last 7 days as recorded in the Customer 360 finance profile.
TOTAL_SMS_REVENUE_FINANCE_REV_M1,Total SMS revenue recorded in the billing system for the subscriber during the previous month (M1) for Customer 360.
TOTAL_SMS_REVENUE_FINANCE_REV_M1,Identify high-value messaging users by analyzing total SMS revenue from the last month (M1) for targeted marketing campaigns.
TOTAL_SMS_REVENUE_FINANCE_REV_M1,This metric tracks the total financial contribution from text messaging services in the M1 period for revenue assurance reporting.
TOTAL_SMS_REVENUE_FINANCE_REV_M1,What was the total amount billed for SMS usage during the previous month (M1) in the subscriber profile?
TOTAL_SMS_REVENUE_FINANCE_REV_M1,Show me the total SMS revenue for month M1 from the BSS finance records.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M2,Total finance-recognized national SMS revenue for the subscriber during the M2 period within the Customer 360 billing profile.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M2,Track finance-validated national SMS revenue from the month before last to optimize telecom campaign ROI and revenue assurance.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M2,Analyze subscriber spending trends by evaluating national SMS finance revenue from the M2 window in the BSS data warehouse.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M2,Search for the finance-recognized national SMS revenue generated during the month before last in the Customer 360 repository.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M2,Show national SMS finance revenue from Month 2 for this customer in the CRM system.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_M3,Total finance-recognized voice roaming revenue for the subscriber profile recorded specifically for the month three months ago (M3).
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_M3,Use this Customer 360 metric to analyze billing trends for voice calls made while roaming during the M3 period.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_M3,Analytical indicator showing the finance-validated revenue from roaming voice usage in the billing system during the third month prior (M3).
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_M3,What was the total finance revenue from this customer's roaming voice calls in the revenue assurance records for month M3?
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_M3,Show me the voice roaming finance revenue from the Customer 360 profile for the M3 monthly window.
CUST_360_IDD_INDIA_CALLING_FLAG_90D,Binary flag in the Customer 360 profile indicating if a subscriber made any IDD calls to India within the last 90 days.
CUST_360_IDD_INDIA_CALLING_FLAG_90D,Identify subscribers for CRM campaigns who have engaged in international calling to India during the past 3 months using this flag.
CUST_360_IDD_INDIA_CALLING_FLAG_90D,Analytical status flag identifying customers with at least one India IDD usage event recorded in the billing system during the last 90 days.
CUST_360_IDD_INDIA_CALLING_FLAG_90D,Find users in the subscriber profile who have an active flag for international direct dialing to India in the previous 90 days.
CUST_360_IDD_INDIA_CALLING_FLAG_90D,Which customers in the network have an active India IDD calling flag for the last 90 days?
CUST_360_TOP_3RD_COUNTRY_IDD_30D,This Customer 360 field identifies the IDD country code ranked third by voice call frequency over the last 30 days.
CUST_360_TOP_3RD_COUNTRY_IDD_30D,Target subscribers for international campaigns using the third most frequent IDD destination recorded in their usage profile over the last 30 days.
CUST_360_TOP_3RD_COUNTRY_IDD_30D,An analytical metric within the CRM system representing the third most contacted international country for IDD voice calls during the past 30 days.
CUST_360_TOP_3RD_COUNTRY_IDD_30D,Identify the third most popular IDD voice call destination for a subscriber based on billing records from the previous 30 days.
CUST_360_TOP_3RD_COUNTRY_IDD_30D,What is the third most frequently dialed IDD country in the customer's network usage records for the last 30 days?
CUST_360_SMS_ROAM_REV_MTD,Total revenue from roaming SMS usage recorded in the Customer 360 profile for the current month to date period from billing data.
CUST_360_SMS_ROAM_REV_MTD,Identify high-value international travelers by monitoring their SMS roaming revenue within the billing system during the current month to date window.
CUST_360_SMS_ROAM_REV_MTD,Analyze subscriber spending patterns on international messaging services by calculating total SMS roaming revenue for the month to date window in CRM.
CUST_360_SMS_ROAM_REV_MTD,What is the total amount spent on roaming SMS by this customer since the start of the month in the subscriber profile?
CUST_360_SMS_ROAM_REV_MTD,Show me the total month to date roaming SMS revenue for this subscriber from the network usage records in Customer 360.
OG_IDD_PAYG_SMS_REVENUE_M2,Total revenue from outgoing IDD SMS usage on PAYG rates recorded in the Customer 360 profile for month M2.
OG_IDD_PAYG_SMS_REVENUE_M2,Target subscribers based on their outgoing international SMS PAYG revenue from month M2 for personalized billing and retention campaigns.
OG_IDD_PAYG_SMS_REVENUE_M2,Evaluate the subscriber profile for outgoing international SMS revenue trends specifically from the M2 period for PAYG pricing segments.
OG_IDD_PAYG_SMS_REVENUE_M2,What was the total PAYG revenue for outgoing IDD SMS messages in the billing system during the month M2?
OG_IDD_PAYG_SMS_REVENUE_M2,How much revenue did we get from outgoing international SMS on PAYG during month M2 in Customer 360?
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_W8,Total finance-recognized roaming revenue for the eighth most recent week (W8) extracted from the Customer 360 subscriber profile database.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_W8,Assess the finance-recognized revenue from international roaming services during Week 8 to optimize roaming partner agreements and billing strategies.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_W8,Analyze the total roaming finance revenue from Week 8 to identify usage patterns for subscriber segmentation and campaign targeting.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_W8,What was the total finance-recognized revenue generated from roaming usage during the 8th week ago in the Customer 360 system?
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_W8,Show me the total roaming finance revenue for Week 8 from the subscriber profile records.
CUST_360_BUSINESS,"The current business segment classification in the Customer 360 profile, identifying if the subscriber uses telecom services for consumer or corporate purposes."
CUST_360_BUSINESS,Use the latest business category from the CRM to segment accounts into individual consumers or enterprise organizations for targeted telecom campaigns.
CUST_360_BUSINESS,Analyze the current business status in the subscriber profile to report on the distribution of government versus private corporate accounts for revenue assurance.
CUST_360_BUSINESS,Show the current business classification for each account in the Customer 360 system to identify corporate versus individual telecom users.
CUST_360_BUSINESS,What is the current business segment for this subscriber according to the Customer 360 profile?
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_W8,Total revenue from outgoing national off-net voice calls for PAYG subscribers recorded in the Customer 360 profile for week 8.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_W8,Identify high-value PAYG users by tracking their national off-net call revenue during week 8 for targeted billing and campaign offers.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_W8,Analyze the distribution of outgoing national off-net voice revenue for PAYG customers in the subscriber profile during the week 8 period.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_W8,Show me the total PAYG revenue from outgoing national calls to other networks specifically for the week 8 timeframe in BSS.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_W8,What was the total outgoing national off-net call revenue for PAYG customers during week 8 in our usage analytics?
CUST_360_MOST_USED_DAY_SITE_ID_90D,The Customer 360 attribute identifying the specific network site ID with the highest daytime usage activity over the last 90 days.
CUST_360_MOST_USED_DAY_SITE_ID_90D,Identify a subscriber's primary daytime network site from usage data over the past 90 days to optimize localized marketing campaigns.
CUST_360_MOST_USED_DAY_SITE_ID_90D,This metric captures the most used cell site during day hours within a 90-day window for subscriber profile segmentation.
CUST_360_MOST_USED_DAY_SITE_ID_90D,Which network site recorded the maximum daytime service usage for this customer during the previous 90 days in the CRM?
CUST_360_MOST_USED_DAY_SITE_ID_90D,What is the customer's most used daytime network site ID based on usage from the last 90 days?
CUST_360_ONNET_SMS_90D,This Customer 360 metric calculates the total count of on-network SMS messages sent by a subscriber over the last 90 days.
CUST_360_ONNET_SMS_90D,Identify high-volume internal texters for loyalty campaigns by analyzing the total on-net SMS usage within the subscriber profile for the past 90 days.
CUST_360_ONNET_SMS_90D,Use this billing system indicator to segment customers based on their total on-net SMS volume during the previous 90-day window.
CUST_360_ONNET_SMS_90D,Show me the total number of SMS sent to other numbers on our network in the last 90 days from the Customer 360.
CUST_360_ONNET_SMS_90D,What is the subscriber's total on-net SMS count for the last 90 days according to their usage profile?
CUST_360_HBB_WFBB_VOICE_TRAFFIC_MOUS_7D,This Customer 360 metric calculates the average voice traffic in minutes of usage (MOUS) for HBB/WFBB subscribers over the last 7 days.
CUST_360_HBB_WFBB_VOICE_TRAFFIC_MOUS_7D,Target broadband subscribers for voice-related offers by evaluating their average weekly calling minutes recorded in the Customer 360 usage profile.
CUST_360_HBB_WFBB_VOICE_TRAFFIC_MOUS_7D,Monitor short-term network usage trends by tracking the average voice minutes generated by HBB and WFBB customers over the previous 7 days.
CUST_360_HBB_WFBB_VOICE_TRAFFIC_MOUS_7D,What is the average voice usage in minutes for wireless fixed broadband customers in the Customer 360 dataset over the past 7 days?
CUST_360_HBB_WFBB_VOICE_TRAFFIC_MOUS_7D,Retrieve the average weekly voice minutes of usage for HBB and WFBB subscribers within the Customer 360 billing system.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_W2,This Customer 360 field calculates the total financial revenue from roaming data usage specifically during the Week 2 observation period.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_W2,Identify high-value travelers by analyzing their roaming data spending in Week 2 for targeted telecom roaming bundle offers.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_W2,A financial metric from the subscriber profile measuring the total roaming data revenue generated during the Week 2 billing window.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_W2,Show me the total amount of money spent on roaming data services across roaming partners during the Week 2 timeframe.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_W2,What was the total roaming data revenue for this customer during the Week 2 period in the Customer 360?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_W7,Total finance-recognized revenue from on-net voice calls within the Customer 360 profile for the W7 period.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_W7,Track on-net voice revenue for revenue assurance and subscriber campaign targeting based on billing data from the last W7.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_W7,A metric for analyzing finance-validated on-net voice spending patterns in the subscriber profile over the W7 window.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_W7,Show me the total finance-recognized revenue from on-network voice calls for this subscriber during the W7 timeframe.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_W7,What is the finance-approved on-net voice revenue according to BSS records for the W7 period?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W7,Total finance-recognized IDD revenue for the 7th most recent week (W7) stored in the Customer 360 subscriber profile.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W7,Identify high-value international callers by analyzing total finance-recognized IDD revenue from the 7th previous week in the Customer 360 system.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W7,This metric measures the total finance-recognized IDD revenue during week 7 (W7) to support revenue assurance and subscriber segmentation.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W7,Retrieve the total finance-recognized revenue generated from international direct dialing services during the 7th week ago from the Customer 360 database.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W7,What is the total finance-recognized IDD revenue for week 7 (W7) in the Customer 360 subscriber profile?
OG_IDD_PAYG_SMS_REVENUE_M1,Total revenue from outgoing international SMS messages charged as PAYG during the M1 period in the Customer 360 billing profile.
OG_IDD_PAYG_SMS_REVENUE_M1,Identify high-value international texters by analyzing PAYG outgoing SMS revenue from the previous month M1 for targeted telecom marketing campaigns.
OG_IDD_PAYG_SMS_REVENUE_M1,This metric tracks the subscriber's total spend on outgoing international SMS under PAYG rates during the M1 month for revenue assurance.
OG_IDD_PAYG_SMS_REVENUE_M1,What was the total billing amount for outgoing IDD SMS on a PAYG basis for this subscriber during month M1?
OG_IDD_PAYG_SMS_REVENUE_M1,Show me the outgoing international PAYG SMS revenue from the M1 period in the customer's usage profile.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_61D_90D,"Total finance-recognized IDD revenue for a subscriber between 61 and 90 days ago, sourced from the Customer 360 billing records."
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_61D_90D,Analyze international calling spend by tracking total finance-recognized IDD revenue from 61 to 90 days ago for telecom loyalty campaigns.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_61D_90D,This metric calculates the total finance-recognized IDD revenue generated between 61 and 90 days ago to evaluate historical subscriber spending patterns.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_61D_90D,Show me the total international direct dialing revenue recognized by finance for the period between 61 and 90 days ago in billing.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_61D_90D,What was the total finance-recognized IDD revenue in the Customer 360 profile for the window between 61 and 90 days ago?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D,This Customer 360 attribute captures finance-recognized revenue from roaming SMS usage within the billing system over the last 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D,Identify high-value travelers by analyzing their finance-validated roaming SMS revenue contribution during the past 30 days for subscriber segmentation.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D,A rolling 30-day metric representing the total finance-approved revenue derived from a customer's roaming SMS activity in the network.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D,Total finance revenue from roaming SMS messages sent by the subscriber during the previous 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D,How much finance-recognized roaming SMS revenue did this customer generate in the last 30 days?
GCC_ROAMING_LATCH_LAST_30_DAYS_STATUS,This Customer 360 status flag indicates if a subscriber's device latched onto a GCC roaming partner network during the last 30 days.
GCC_ROAMING_LATCH_LAST_30_DAYS_STATUS,Identify travelers for targeted marketing by checking their GCC roaming latch status within the subscriber profile over the last 30 days.
GCC_ROAMING_LATCH_LAST_30_DAYS_STATUS,Use this network indicator to segment customers who showed active GCC roaming latch activity in the billing system during the last 30 days.
GCC_ROAMING_LATCH_LAST_30_DAYS_STATUS,Which customers had a GCC roaming latch status recorded in the network logs during the past 30 days?
GCC_ROAMING_LATCH_LAST_30_DAYS_STATUS,Check the CRM for subscribers with an active GCC roaming latch status within the last 30 days.
360YOUTUBE_USAGE_FLAG_30D,A binary flag in the Customer 360 profile indicating if a subscriber generated YouTube mobile data traffic within the last 30 days.
360YOUTUBE_USAGE_FLAG_30D,Use this indicator to identify subscribers for video-streaming campaigns based on their YouTube usage on the network over the past 30 days.
360YOUTUBE_USAGE_FLAG_30D,This Customer 360 flag segments the user base into active and inactive YouTube users based on mobile data usage during the last 30 days.
360YOUTUBE_USAGE_FLAG_30D,Show me the flag for subscribers who accessed YouTube via the mobile network at least once in the previous 30 days.
360YOUTUBE_USAGE_FLAG_30D,Which customers have a YouTube usage flag set to true in their subscriber profile for the last 30 days?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W8,Finance-recognized SMS roaming revenue stored in Customer 360 for the eighth most recent week (W8) from billing records.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W8,Identify historical high-value international travelers by analyzing roaming SMS revenue from week 8 within the subscriber profile for marketing campaigns.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W8,This metric captures finance-validated roaming SMS revenue for the W8 period to support long-term usage trend analysis in the network.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W8,What is the total finance-recognized revenue generated from roaming SMS usage during the eighth most recent week for this customer?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W8,Show the Week 8 roaming SMS finance revenue for this subscriber as recorded in the Customer 360 billing system.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_M3,Total finance-recognized revenue from on-net voice calls stored in the Customer 360 profile for the M-3 month period.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_M3,Revenue assurance metric tracking billing-validated on-net voice income from three months prior to evaluate long-term subscriber value.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_M3,Analytical view of finance-recognized on-net voice revenue during the M3 window for subscriber profile segmentation and usage trends.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_M3,What is the total finance-validated revenue for on-net voice usage recorded three months ago in the billing system?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_M3,Show the on-net voice revenue from the M3 period for this subscriber in the Customer 360 database.
CUST_360_IDD_VOICE_MOU_LMTD,This Customer 360 attribute captures the total IDD voice MOU for a subscriber during the last month to date (LMTD) period.
CUST_360_IDD_VOICE_MOU_LMTD,Target international calling campaigns by analyzing subscriber IDD voice MOU during the LMTD window from the CRM and billing data.
CUST_360_IDD_VOICE_MOU_LMTD,Measure the total IDD voice minutes of usage for the LMTD timeframe to track subscriber profile behavior changes for revenue assurance.
CUST_360_IDD_VOICE_MOU_LMTD,Find the total IDD voice minutes for customers during the LMTD interval within the telecom usage analytics platform for usage monitoring.
CUST_360_IDD_VOICE_MOU_LMTD,What is the total IDD voice MOU for this customer during the LMTD period in the Customer 360 profile?
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_W5,Total finance-recognized voice roaming revenue for a subscriber within the Customer 360 profile over the last W5 period.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_W5,Tracking finance-validated revenue from international voice calls during the last W5 to assess high-value roaming segments in the billing system.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_W5,Analyzing the CUST_360 metric for finance-approved voice roaming revenue during the last W5 to identify trends in subscriber usage patterns.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_W5,What is the total finance-recognized roaming voice revenue for this customer profile over the previous W5 window in the CRM?
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_W5,Show me the finance-recognized voice roaming revenue from the Customer 360 profile for the last W5.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W5,"Total finance-recognized revenue for national SMS usage during Week 5 (W5), stored in the Customer 360 subscriber profile for billing."
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W5,This KPI tracks national SMS finance revenue from Week 5 to help telecom managers evaluate domestic messaging profitability within the BSS.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W5,Analyzing the finance-validated revenue from local text messages in Week 5 within Customer 360 allows for precise subscriber segmentation based on usage.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W5,Show me the total domestic SMS finance revenue for Week 5 from the internal Customer 360 billing records.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W5,What was the finance-recognized national SMS revenue for this subscriber during Week 5 of the analysis period?
CUST_360_STATUS,"This Customer 360 field captures the current subscription status, indicating if the subscriber line is active, suspended, or terminated in the BSS."
CUST_360_STATUS,Monitor the current service status within the subscriber profile to trigger automated retention workflows for customers whose lines become inactive.
CUST_360_STATUS,A status indicator from the Customer 360 system used to segment the user base by their current operational service state.
CUST_360_STATUS,Search for the current status of a customer's telecom plan in the 360-degree profile to verify service availability.
CUST_360_STATUS,What is the current service status for this subscriber in the Customer 360 database?
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_90D,"This Customer 360 field aggregates total finance-recognized roaming revenue from voice, SMS, and data usage over the last 90 days."
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_90D,Identify high-value international travelers by analyzing their total finance-validated roaming revenue recorded in the subscriber profile for the past 90 days.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_90D,A quarterly metric calculating the sum of all finance-recognized roaming charges across the network for each customer during the previous 90 days.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_90D,Show me the total finance-recognized revenue generated from roaming activities in the Customer 360 database over the last 90 days.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_90D,What is the total finance-recognized roaming revenue for this subscriber based on their billing records from the last 90 days?
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_30D_60D,Total finance-recognized roaming revenue stored in Customer 360 for the specific 30D_60D window between 30 and 60 days ago.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_30D_60D,Aggregated financial revenue from roaming services during the 30D_60D period for billing analysis and revenue assurance.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_30D_60D,Sum of finance-validated roaming charges per subscriber for the historical 30D_60D period between 30 and 60 days ago.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_30D_60D,What was the total finance-recognized revenue from roaming usage for customers during the 30D_60D timeframe in the CRM?
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_30D_60D,Total roaming revenue from finance records for the 30D_60D window in the Customer 360 subscriber profile.
CUST_360_CATEGORY,"The current classification value for the subscriber within the Customer 360 profile, identifying their specific category in the CRM system."
CUST_360_CATEGORY,Identify the latest subscriber category from the Customer 360 database to tailor telecom plan offers and marketing campaign targeting strategies.
CUST_360_CATEGORY,Analyze the current CUST_360_CATEGORY to segment the subscriber profile based on their assigned business classification for revenue assurance reporting.
CUST_360_CATEGORY,What is the current category assigned to this subscriber in the Customer 360 view within the BSS billing system?
CUST_360_CATEGORY,Show the latest Customer 360 category for this subscriber's profile to understand their current classification in the system.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_W2,Total finance-recognized revenue for off-net voice calls during the W2 period stored in the Customer 360 subscriber profile.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_W2,Monitor finance-recognized off-net voice revenue from the W2 window to identify high-value subscribers for campaigns and revenue assurance.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_W2,This analytical metric measures finance-validated revenue from outgoing off-net calls during the W2 timeframe for network usage segmentation.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_W2,What is the finance-recognized off-net voice revenue for this customer during the last W2 period in the CRM system?
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_W2,Show the finance-recognized off-net voice revenue for the W2 bucket from the Customer 360 billing data.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W1,This KPI calculates total local data revenue for Week 1 (W1) using financial records stored in the Customer 360 system.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W1,Identify high-spending subscribers by tracking their local mobile data revenue and bundle purchases during the first week (W1) of usage.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W1,A financial metric measuring the total revenue from local data services during the W1 period for telecom revenue assurance analysis.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W1,How much revenue did we generate from local data bundles and internet usage during Week 1 for each subscriber profile?
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W1,What is the total local data revenue for Week 1 (W1) for customers in the Customer 360 database?
CUST_360_DATA_USG_ROAM_LMTD,Total volume of roaming mobile data consumed by a subscriber during the last month-to-date (LMTD) period within the Customer 360 profile.
CUST_360_DATA_USG_ROAM_LMTD,Identify high-value travelers by analyzing their roaming data usage from the last month-to-date (LMTD) for targeted telecom roaming plan offers.
CUST_360_DATA_USG_ROAM_LMTD,This metric tracks the cumulative roaming data usage for the last month-to-date (LMTD) to monitor subscriber consumption trends in the billing system.
CUST_360_DATA_USG_ROAM_LMTD,What is the total roaming data usage for this subscriber during the last month-to-date (LMTD) period in the Customer 360 database?
CUST_360_DATA_USG_ROAM_LMTD,Show me the total roaming data usage for the last month-to-date (LMTD) from the customer's network usage profile.
CUST_360_ROAM_BARRED,Current status indicator in the Customer 360 profile showing if a subscriber is barred from roaming on external networks.
CUST_360_ROAM_BARRED,Identify customers with a current roaming barred status in the CRM to manage service restrictions and improve roaming experience.
CUST_360_ROAM_BARRED,This metric captures the current roaming barred flag from the subscriber profile for usage monitoring and revenue assurance purposes.
CUST_360_ROAM_BARRED,Find subscribers who currently have their roaming services barred according to the latest billing and network profile data.
CUST_360_ROAM_BARRED,Which users currently have a roaming barred status in their Customer 360 record for network access control?
CUST_360_LOCAL_VOICE_REV_LMTD,This Customer 360 field tracks total domestic voice revenue for the Last Month To Date (LMTD) period from billing system records.
CUST_360_LOCAL_VOICE_REV_LMTD,Use the LMTD local voice revenue metric to segment subscribers based on their domestic calling spend during the previous month-to-date.
CUST_360_LOCAL_VOICE_REV_LMTD,Analyze the LMTD local voice revenue to compare historical domestic usage trends against current month performance within the subscriber profile.
